"ARO"	"ARO_name"	"resistance_to_drug_classes"	"confers_resistance_to"	"resistance_to_drug_classes_names"	"confers_resistance_to_names"
"ARO:3003307"	"Salmonella serovars gyrB conferring resistance to fluoroquinolones"	"ARO:0000001"	"ARO:0000023,ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000660,ARO:3000661,ARO:3000662,ARO:3000663,ARO:3000664,ARO:3000665,ARO:3000666,ARO:3000762"	"fluoroquinolone antibiotic"	"enoxacin,ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,lomefloxacin,nalidixic acid,norfloxacin,ofloxacin,trovafloxacin,grepafloxacin,sparfloxacin,pefloxacin"
"ARO:3003308"	"Escherichia coli parC conferring resistance to fluoroquinolones"	"ARO:0000001"	"ARO:0000023,ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000660,ARO:3000661,ARO:3000662,ARO:3000663,ARO:3000664,ARO:3000665,ARO:3000666,ARO:3000762"	"fluoroquinolone antibiotic"	"enoxacin,ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,lomefloxacin,nalidixic acid,norfloxacin,ofloxacin,trovafloxacin,grepafloxacin,sparfloxacin,pefloxacin"
"ARO:3003309"	"Ureaplasma urealyticum parC conferring resistance to fluoroquinolones"	"ARO:0000001"	"ARO:0000023,ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000660,ARO:3000661,ARO:3000662,ARO:3000663,ARO:3000664,ARO:3000665,ARO:3000666,ARO:3000762"	"fluoroquinolone antibiotic"	"enoxacin,ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,lomefloxacin,nalidixic acid,norfloxacin,ofloxacin,trovafloxacin,grepafloxacin,sparfloxacin,pefloxacin"
"ARO:3003310"	"Mycoplasma hominis parC conferring resistance to fluoroquinolones"	"ARO:0000001"	"ARO:0000023,ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000660,ARO:3000661,ARO:3000662,ARO:3000663,ARO:3000664,ARO:3000665,ARO:3000666,ARO:3000762"	"fluoroquinolone antibiotic"	"enoxacin,ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,lomefloxacin,nalidixic acid,norfloxacin,ofloxacin,trovafloxacin,grepafloxacin,sparfloxacin,pefloxacin"
"ARO:3003311"	"Streptococcus pneumoniae parC conferring resistance to fluoroquinolones"	"ARO:0000001"	"ARO:0000023,ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000660,ARO:3000661,ARO:3000662,ARO:3000663,ARO:3000664,ARO:3000665,ARO:3000666,ARO:3000762"	"fluoroquinolone antibiotic"	"enoxacin,ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,lomefloxacin,nalidixic acid,norfloxacin,ofloxacin,trovafloxacin,grepafloxacin,sparfloxacin,pefloxacin"
"ARO:3003312"	"Staphylococcus aureus parC conferring resistance to fluoroquinolones"	"ARO:0000001"	"ARO:0000023,ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000660,ARO:3000661,ARO:3000662,ARO:3000663,ARO:3000664,ARO:3000665,ARO:3000666,ARO:3000762"	"fluoroquinolone antibiotic"	"enoxacin,ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,lomefloxacin,nalidixic acid,norfloxacin,ofloxacin,trovafloxacin,grepafloxacin,sparfloxacin,pefloxacin"
"ARO:3003314"	"Staphylococcus aureus parE conferring resistance to aminocoumarin"	"ARO:3000103"	"ARO:3000111,ARO:3000132,ARO:3000150"	"aminocoumarin antibiotic"	"novobiocin,clorobiocin,coumermycin A1"
"ARO:3003315"	"Staphylococcus aureus parE conferring resistance to fluoroquinolones"	"ARO:0000001"	"ARO:0000023,ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000660,ARO:3000661,ARO:3000662,ARO:3000663,ARO:3000664,ARO:3000665,ARO:3000666,ARO:3000762"	"fluoroquinolone antibiotic"	"enoxacin,ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,lomefloxacin,nalidixic acid,norfloxacin,ofloxacin,trovafloxacin,grepafloxacin,sparfloxacin,pefloxacin"
"ARO:3003316"	"Escherichia coli parE conferring resistance to fluoroquinolones"	"ARO:0000001"	"ARO:0000023,ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000660,ARO:3000661,ARO:3000662,ARO:3000663,ARO:3000664,ARO:3000665,ARO:3000666,ARO:3000762"	"fluoroquinolone antibiotic"	"enoxacin,ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,lomefloxacin,nalidixic acid,norfloxacin,ofloxacin,trovafloxacin,grepafloxacin,sparfloxacin,pefloxacin"
"ARO:3003317"	"Salmonella serovars parE conferring resistance to fluoroquinolones"	"ARO:0000001"	"ARO:0000023,ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000660,ARO:3000661,ARO:3000662,ARO:3000663,ARO:3000664,ARO:3000665,ARO:3000666,ARO:3000762"	"fluoroquinolone antibiotic"	"enoxacin,ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,lomefloxacin,nalidixic acid,norfloxacin,ofloxacin,trovafloxacin,grepafloxacin,sparfloxacin,pefloxacin"
"ARO:3003319"	"Staphylococcus aureus mprF with mutation conferring resistance to daptomycin"	"ARO:3000053"	"ARO:0000068"	"peptide antibiotic"	"daptomycin"
"ARO:3003323"	"Staphylococcus aureus pgsA mutations conferring resistance to daptomycin"	"ARO:3000053"	"ARO:0000068"	"peptide antibiotic"	"daptomycin"
"ARO:3003324"	"Bacillus subtilis mprF"	"ARO:3000053"	"ARO:3000693"	"peptide antibiotic"	"defensin"
"ARO:3003325"	"Mycobacterium tuberculosis variant bovis embB with mutation conferring resistance to ethambutol"	"ARO:3000527"	"ARO:3000497"	"polyamine antibiotic"	"ethambutol"
"ARO:3003326"	"Mycobacterium tuberculosis embB mutant conferring resistance to ethambutol"	"ARO:3000527"	"ARO:3000497"	"polyamine antibiotic"	"ethambutol"
"ARO:3003327"	"Mycobacterium tuberculosis embC mutant conferring resistance to ethambutol"	"ARO:3000527"	"ARO:3000497"	"polyamine antibiotic"	"ethambutol"
"ARO:3003333"	"Escherichia coli 16S rRNA (rrsC) mutation conferring resistance to kasugamicin"	"ARO:0000016"	"ARO:3001296"	"aminoglycoside antibiotic"	"kasugamycin"
"ARO:3003357"	"Clostridioides difficile EF-Tu mutants conferring resistance to elfamycin"	"ARO:3001219"	"ARO:3003414"	"elfamycin antibiotic"	"LFF571"
"ARO:3003359"	"Streptomyces cinnamoneus EF-Tu mutants conferring resistance to elfamycin"	"ARO:3001219"	"ARO:3001234"	"elfamycin antibiotic"	"kirromycin"
"ARO:3003361"	"Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A"	"ARO:3001219"	"ARO:3001237"	"elfamycin antibiotic"	"GE2270A"
"ARO:3003368"	"Escherichia coli EF-Tu mutants conferring resistance to kirromycin"	"ARO:3001219"	"ARO:3001234"	"elfamycin antibiotic"	"kirromycin"
"ARO:3003369"	"Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin"	"ARO:3001219"	"ARO:3000586"	"elfamycin antibiotic"	"pulvomycin"
"ARO:3003370"	"Escherichia coli EF-Tu mutants conferring resistance to Enacyloxin IIa"	"ARO:3001219"	"ARO:3001242"	"elfamycin antibiotic"	"enacyloxin IIa"
"ARO:3003372"	"Escherichia coli 16S rRNA (rrsH) mutation conferring resistance to spectinomycin"	"ARO:0000016"	"ARO:0000039"	"aminoglycoside antibiotic"	"spectinomycin"
"ARO:3003373"	"Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance"	"ARO:0000001,ARO:0000032,ARO:0000042,ARO:3000008,ARO:3000050,ARO:3000157,ARO:3000387,ARO:3005386"	"ARO:0000030,ARO:0000051,ARO:3000169,ARO:3000385,ARO:3000637,ARO:3000704,ARO:3000870"	"fluoroquinolone antibiotic,cephalosporin,glycylcycline,penicillin beta-lactam,tetracycline antibiotic,rifamycin antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"tigecycline,tetracycline,rifampin,chloramphenicol,ampicillin,cefalotin,triclosan"
"ARO:3003374"	"Enterobacter aerogenes acrR with mutation conferring multidrug antibiotic resistance"	"ARO:0000001,ARO:0000032,ARO:0000042,ARO:3000008,ARO:3000050,ARO:3000157,ARO:3000387,ARO:3005386"	"ARO:0000030,ARO:0000036,ARO:0000045,ARO:0000051,ARO:3000169,ARO:3000385,ARO:3000637,ARO:3000662,ARO:3000704,ARO:3000870"	"fluoroquinolone antibiotic,cephalosporin,glycylcycline,penicillin beta-lactam,tetracycline antibiotic,rifamycin antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"tigecycline,ciprofloxacin,acriflavine,tetracycline,rifampin,chloramphenicol,ampicillin,norfloxacin,cefalotin,triclosan"
"ARO:3003376"	"Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to spectinomycin"	"ARO:0000016"	"ARO:0000039"	"aminoglycoside antibiotic"	"spectinomycin"
"ARO:3003377"	"Escherichia coli 16S rRNA (rrnB) mutation conferring resistance to spectinomycin"	"ARO:0000016"	"ARO:0000039"	"aminoglycoside antibiotic"	"spectinomycin"
"ARO:3003378"	"Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline"	"ARO:0000001,ARO:0000032,ARO:0000042,ARO:3000008,ARO:3000050,ARO:3000157,ARO:3000387,ARO:3005386"	"ARO:0000030,ARO:0000036,ARO:0000051,ARO:3000169,ARO:3000385,ARO:3000637,ARO:3000704,ARO:3000870"	"fluoroquinolone antibiotic,cephalosporin,glycylcycline,penicillin beta-lactam,tetracycline antibiotic,rifamycin antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"tigecycline,ciprofloxacin,tetracycline,rifampin,chloramphenicol,ampicillin,cefalotin,triclosan"
"ARO:3003379"	"Salmonella enterica ramR mutants"	"ARO:0000001,ARO:0000032,ARO:0000042,ARO:3000008,ARO:3000050,ARO:3000157,ARO:3000387,ARO:3005386"	"ARO:0000030,ARO:0000036,ARO:0000051,ARO:3000169,ARO:3000385,ARO:3000637,ARO:3000704,ARO:3000870"	"fluoroquinolone antibiotic,cephalosporin,glycylcycline,penicillin beta-lactam,tetracycline antibiotic,rifamycin antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"tigecycline,ciprofloxacin,tetracycline,rifampin,chloramphenicol,ampicillin,cefalotin,triclosan"
"ARO:3003380"	"Klebsiella pneumoniae ramR mutants"	"ARO:0000001,ARO:0000032,ARO:0000042,ARO:3000008,ARO:3000050,ARO:3000157,ARO:3000387,ARO:3005386"	"ARO:0000030,ARO:0000051,ARO:3000169,ARO:3000385,ARO:3000637,ARO:3000704,ARO:3000870"	"fluoroquinolone antibiotic,cephalosporin,glycylcycline,penicillin beta-lactam,tetracycline antibiotic,rifamycin antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"tigecycline,tetracycline,rifampin,chloramphenicol,ampicillin,cefalotin,triclosan"
"ARO:3003381"	"Escherichia coli soxR with mutation conferring antibiotic resistance"	"ARO:0000001,ARO:0000032,ARO:0000042,ARO:3000008,ARO:3000050,ARO:3000157,ARO:3000387,ARO:3005386"	"ARO:0000030,ARO:0000036,ARO:0000051,ARO:3000169,ARO:3000385,ARO:3000637,ARO:3000661,ARO:3000662,ARO:3000704,ARO:3000870"	"fluoroquinolone antibiotic,cephalosporin,glycylcycline,penicillin beta-lactam,tetracycline antibiotic,rifamycin antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"tigecycline,ciprofloxacin,tetracycline,rifampin,chloramphenicol,ampicillin,nalidixic acid,norfloxacin,cefalotin,triclosan"
"ARO:3003382"	"Salmonella enterica soxR with mutation conferring antibiotic resistance"	"ARO:0000001,ARO:0000032,ARO:0000042,ARO:3000008,ARO:3000050,ARO:3000157,ARO:3000387,ARO:3005386"	"ARO:0000030,ARO:0000036,ARO:0000051,ARO:3000169,ARO:3000385,ARO:3000637,ARO:3000662,ARO:3000704,ARO:3000870"	"fluoroquinolone antibiotic,cephalosporin,glycylcycline,penicillin beta-lactam,tetracycline antibiotic,rifamycin antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"tigecycline,ciprofloxacin,tetracycline,rifampin,chloramphenicol,ampicillin,norfloxacin,cefalotin,triclosan"
"ARO:3003383"	"Salmonella serovars soxS with mutation conferring antibiotic resistance"	"ARO:0000001,ARO:0000004,ARO:0000020,ARO:0000032,ARO:0000042,ARO:3000008,ARO:3000050,ARO:3000157,ARO:3000387,ARO:3005386"	"ARO:0000030,ARO:0000036,ARO:0000051,ARO:3000169,ARO:3000385,ARO:3000637,ARO:3000662,ARO:3000704,ARO:3000870"	"fluoroquinolone antibiotic,monobactam,carbapenem,cephalosporin,glycylcycline,penicillin beta-lactam,tetracycline antibiotic,rifamycin antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"tigecycline,ciprofloxacin,tetracycline,rifampin,chloramphenicol,ampicillin,norfloxacin,cefalotin,triclosan"
"ARO:3003385"	"Klebsiella aerogenes Omp36"	"ARO:0000004,ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:0000059,ARO:3000170,ARO:3004726"	"monobactam,carbapenem,cephalosporin,penicillin beta-lactam"	"cefepime,imipenem,cefpirome"
"ARO:3003386"	"Escherichia coli folP with mutation conferring resistance to sulfonamides"	"ARO:3000282"	"ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699"	"sulfonamide antibiotic"	"sulfadiazine,sulfadimidine,sulfadoxine,sulfamethoxazole,sulfisoxazole,sulfacetamide,mafenide,sulfasalazine,sulfamethizole"
"ARO:3003387"	"Streptococcus pyogenes folP with mutation conferring resistance to sulfonamides"	"ARO:3000282"	"ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699"	"sulfonamide antibiotic"	"sulfadiazine,sulfadimidine,sulfadoxine,sulfamethoxazole,sulfisoxazole,sulfacetamide,mafenide,sulfasalazine,sulfamethizole"
"ARO:3003389"	"Mycobacterium leprae folP with mutation conferring resistance to dapsone"	"ARO:3003401"	"ARO:3003412"	"sulfone antibiotic"	"dapsone"
"ARO:3003390"	"Escherichia coli ompF with mutation conferring resistance to beta-lactam antibiotics"	"ARO:0000004,ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:0000059"	"monobactam,carbapenem,cephalosporin,penicillin beta-lactam"	"cefepime"
"ARO:3003392"	"Mycobacterium tuberculosis katG mutations conferring resistance to isoniazid"	"ARO:3007152"	"ARO:3000520"	"isoniazid-like antibiotic"	"isoniazid"
"ARO:3003393"	"Mycobacterium tuberculosis inhA mutations conferring resistance to isoniazid"	"ARO:3007152"	"ARO:3000520"	"isoniazid-like antibiotic"	"isoniazid"
"ARO:3003394"	"Mycobacterium tuberculosis pncA mutations conferring resistance to pyrazinamide"	"ARO:3007155"	"ARO:3003413"	"pyrazine antibiotic"	"pyrazinamide"
"ARO:3003395"	"Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin"	"ARO:0000016"	"ARO:0000040"	"aminoglycoside antibiotic"	"streptomycin"
"ARO:3003396"	"Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to gentamicin C"	"ARO:0000016"	"ARO:0000014,ARO:3007382"	"aminoglycoside antibiotic"	"gentamicin C,gentamicin"
"ARO:3003397"	"Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to G418"	"ARO:0000016"	"ARO:3000653"	"aminoglycoside antibiotic"	"G418"
"ARO:3003399"	"Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to kanamycin A"	"ARO:0000016"	"ARO:0000049"	"aminoglycoside antibiotic"	"kanamycin A"
"ARO:3003402"	"Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to neomycin"	"ARO:0000016"	"ARO:0000005"	"aminoglycoside antibiotic"	"neomycin"
"ARO:3003403"	"Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to paromomycin"	"ARO:0000016"	"ARO:3000657"	"aminoglycoside antibiotic"	"paromomycin"
"ARO:3003405"	"Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to streptomycin"	"ARO:0000016"	"ARO:0000040"	"aminoglycoside antibiotic"	"streptomycin"
"ARO:3003406"	"Escherichia coli 16S rRNA (rrnB) mutation conferring resistance to streptomycin"	"ARO:0000016"	"ARO:0000040"	"aminoglycoside antibiotic"	"streptomycin"
"ARO:3003408"	"Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to tobramycin"	"ARO:0000016"	"ARO:0000052"	"aminoglycoside antibiotic"	"tobramycin"
"ARO:3003410"	"Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to tetracycline"	"ARO:3000050"	"ARO:0000051"	"tetracycline antibiotic"	"tetracycline"
"ARO:3003411"	"Escherichia coli 16S rRNA (rrnB) mutation conferring resistance to tetracycline"	"ARO:3000050"	"ARO:0000051"	"tetracycline antibiotic"	"tetracycline"
"ARO:3003436"	"Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to kanamycin"	"ARO:0000016"	"ARO:0000049"	"aminoglycoside antibiotic"	"kanamycin A"
"ARO:3003437"	"Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to viomycin"	"ARO:3000053"	"ARO:0000018"	"peptide antibiotic"	"viomycin"
"ARO:3003438"	"Enterococcus faecium EF-Tu mutants conferring resistance to GE2270A"	"ARO:3001219"	"ARO:3001237"	"elfamycin antibiotic"	"GE2270A"
"ARO:3003440"	"mecB"	"ARO:3000008"	"ARO:0000015"	"penicillin beta-lactam"	"methicillin"
"ARO:3003441"	"cfrA"	"ARO:0000017,ARO:0000026,ARO:0000034,ARO:3000079,ARO:3000387,ARO:3000670"	"ARO:0000046,ARO:0000066,ARO:3000382,ARO:3000385,ARO:3000456,ARO:3000669,ARO:3000671,ARO:3000672,ARO:3000673,ARO:3000674"	"lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,oxazolidinone antibiotic,phenicol antibiotic,pleuromutilin antibiotic"	"lincomycin,clindamycin,azidamfenicol,chloramphenicol,thiamphenicol,virginiamycin M1,tiamulin,madumycin II,griseoviridin,dalfopristin"
"ARO:3003445"	"Mycobacterium tuberculosis tlyA mutations conferring resistance to aminoglycosides"	"ARO:0000016"	"ARO:0000040,ARO:3003993"	"aminoglycoside antibiotic"	"streptomycin,capreomycin"
"ARO:3003448"	"Mycobacterium tuberculosis iniA mutant conferring resistance to ethambutol"	"ARO:3000527"	"ARO:3000497"	"polyamine antibiotic"	"ethambutol"
"ARO:3003451"	"Mycobacterium tuberculosis iniC mutant conferring resistance to ethambutol"	"ARO:3000527"	"ARO:3000497"	"polyamine antibiotic"	"ethambutol"
"ARO:3003453"	"Mycobacterium tuberculosis embA mutant conferring resistance to ethambutol"	"ARO:3000527"	"ARO:3000497"	"polyamine antibiotic"	"ethambutol"
"ARO:3003455"	"Mycobacterium tuberculosis embR mutant conferring resistance to ethambutol"	"ARO:3000527"	"ARO:3000497"	"polyamine antibiotic"	"ethambutol"
"ARO:3003458"	"Mycobacterium tuberculosis ethA with mutation conferring resistance to ethionamide"	"ARO:3007156"	"ARO:3003474"	"thioamide antibiotic"	"ethionamide"
"ARO:3003459"	"Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolones"	"ARO:0000001"	"ARO:0000023,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000660,ARO:3000661,ARO:3000662,ARO:3000663,ARO:3000664,ARO:3000665,ARO:3000666,ARO:3000762"	"fluoroquinolone antibiotic"	"enoxacin,levofloxacin,moxifloxacin,gatifloxacin,lomefloxacin,nalidixic acid,norfloxacin,ofloxacin,trovafloxacin,grepafloxacin,sparfloxacin,pefloxacin"
"ARO:3003461"	"Mycobacterium tuberculosis ndh with mutation conferring resistance to isoniazid"	"ARO:3007152"	"ARO:3000520"	"isoniazid-like antibiotic"	"isoniazid"
"ARO:3003463"	"Mycobacterium tuberculosis kasA mutant conferring resistance to isoniazid"	"ARO:3007152"	"ARO:3000520"	"isoniazid-like antibiotic"	"isoniazid"
"ARO:3003465"	"Mycobacterium tuberculosis embB with mutation conferring resistance to rifampicin"	"ARO:3000157"	"ARO:3000169"	"rifamycin antibiotic"	"rifampin"
"ARO:3003470"	"Mycobacterium tuberculosis gidB mutation conferring resistance to streptomycin"	"ARO:0000016"	"ARO:0000040"	"aminoglycoside antibiotic"	"streptomycin"
"ARO:3003479"	"tetR"	"ARO:3000050"	"ARO:0000051"	"tetracycline antibiotic"	"tetracycline"
"ARO:3003480"	"Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to streptomycin"	"ARO:0000016"	"ARO:0000040"	"aminoglycoside antibiotic"	"streptomycin"
"ARO:3003481"	"Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to amikacin"	"ARO:0000016"	"ARO:0000013"	"aminoglycoside antibiotic"	"amikacin"
"ARO:3003485"	"Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin"	"ARO:0000016"	"ARO:0000039"	"aminoglycoside antibiotic"	"spectinomycin"
"ARO:3003493"	"Pasteurella multocida 16S rRNA mutation conferring resistance to spectinomycin"	"ARO:0000016"	"ARO:0000039"	"aminoglycoside antibiotic"	"spectinomycin"
"ARO:3003495"	"Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin"	"ARO:0000016"	"ARO:0000039"	"aminoglycoside antibiotic"	"spectinomycin"
"ARO:3003497"	"Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin"	"ARO:0000016"	"ARO:0000039"	"aminoglycoside antibiotic"	"spectinomycin"
"ARO:3003499"	"Cutibacterium acnes 16S rRNA mutation conferring resistance to tetracycline"	"ARO:3000050"	"ARO:0000051"	"tetracycline antibiotic"	"tetracycline"
"ARO:3003502"	"Borreliella burgdorferi 16S rRNA mutation conferring resistance to spectinomycin"	"ARO:0000016"	"ARO:0000039"	"aminoglycoside antibiotic"	"spectinomycin"
"ARO:3003503"	"Borreliella burgdorferi 16S rRNA mutation conferring resistance to kanamycin"	"ARO:0000016"	"ARO:0000049"	"aminoglycoside antibiotic"	"kanamycin A"
"ARO:3003504"	"Borreliella burgdorferi 16S rRNA mutation conferring resistance to gentamicin"	"ARO:0000016"	"ARO:0000014,ARO:3007382"	"aminoglycoside antibiotic"	"gentamicin C,gentamicin"
"ARO:3003510"	"Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline"	"ARO:3000050"	"ARO:0000051"	"tetracycline antibiotic"	"tetracycline"
"ARO:3003511"	"Escherichia coli soxS with mutation conferring antibiotic resistance"	"ARO:0000001,ARO:0000004,ARO:0000020,ARO:0000032,ARO:0000042,ARO:3000008,ARO:3000050,ARO:3000157,ARO:3000387,ARO:3005386"	"ARO:0000030,ARO:0000036,ARO:0000051,ARO:3000169,ARO:3000385,ARO:3000637,ARO:3000662,ARO:3000704,ARO:3000870,ARO:3007045"	"fluoroquinolone antibiotic,monobactam,carbapenem,cephalosporin,glycylcycline,penicillin beta-lactam,tetracycline antibiotic,rifamycin antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"tigecycline,ciprofloxacin,tetracycline,rifampin,chloramphenicol,ampicillin,norfloxacin,cefalotin,triclosan,enrofloxacin"
"ARO:3003512"	"Salmonella enterica 16S rRNA (rrsD) mutation conferring resistance to spectinomycin"	"ARO:0000016"	"ARO:0000039"	"aminoglycoside antibiotic"	"spectinomycin"
"ARO:3003514"	"Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin"	"ARO:0000016"	"ARO:0000013"	"aminoglycoside antibiotic"	"amikacin"
"ARO:3003515"	"Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A"	"ARO:0000016"	"ARO:0000049"	"aminoglycoside antibiotic"	"kanamycin A"
"ARO:3003516"	"Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin"	"ARO:0000016"	"ARO:0000052"	"aminoglycoside antibiotic"	"tobramycin"
"ARO:3003517"	"Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C"	"ARO:0000016"	"ARO:0000014,ARO:3007382"	"aminoglycoside antibiotic"	"gentamicin C,gentamicin"
"ARO:3003518"	"Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin"	"ARO:0000016"	"ARO:0000005"	"aminoglycoside antibiotic"	"neomycin"
"ARO:3003539"	"Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B"	"ARO:0000016"	"ARO:3000214"	"aminoglycoside antibiotic"	"hygromycin B"
"ARO:3003540"	"Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to hygromycin B"	"ARO:0000016"	"ARO:3000214"	"aminoglycoside antibiotic"	"hygromycin B"
"ARO:3003541"	"Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to streptomycin"	"ARO:0000016"	"ARO:0000040"	"aminoglycoside antibiotic"	"streptomycin"
"ARO:3003542"	"Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to kanamycin A"	"ARO:0000016"	"ARO:0000049"	"aminoglycoside antibiotic"	"kanamycin A"
"ARO:3003543"	"Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A"	"ARO:0000016"	"ARO:0000049"	"aminoglycoside antibiotic"	"kanamycin A"
"ARO:3003544"	"Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin"	"ARO:0000016"	"ARO:0000005"	"aminoglycoside antibiotic"	"neomycin"
"ARO:3003545"	"Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to neomycin"	"ARO:0000016"	"ARO:0000005"	"aminoglycoside antibiotic"	"neomycin"
"ARO:3003546"	"Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to viomycin"	"ARO:3000053"	"ARO:0000018"	"peptide antibiotic"	"viomycin"
"ARO:3003547"	"Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to viomycin"	"ARO:3000053"	"ARO:0000018"	"peptide antibiotic"	"viomycin"
"ARO:3003548"	"mdtN"	"ARO:3000034,ARO:3005386"	"ARO:0000045,ARO:0000047"	"nucleoside antibiotic,disinfecting agents and antiseptics"	"acriflavine,puromycin"
"ARO:3003549"	"mdtO"	"ARO:3000034,ARO:3005386"	"ARO:0000045,ARO:0000047"	"nucleoside antibiotic,disinfecting agents and antiseptics"	"acriflavine,puromycin"
"ARO:3003550"	"mdtP"	"ARO:3000034,ARO:3005386"	"ARO:0000045,ARO:0000047"	"nucleoside antibiotic,disinfecting agents and antiseptics"	"acriflavine,puromycin"
"ARO:3003551"	"emeA"	"ARO:3005386"	"ARO:0000045"	"disinfecting agents and antiseptics"	"acriflavine"
"ARO:3003552"	"fusB"	"ARO:3007153"	"ARO:3000759"	"fusidane antibiotic"	"fusidic acid"
"ARO:3003553"	"CepS"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3003556"	"SLB-1"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3003557"	"SFB-1"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3003558"	"y56 beta-lactamase"	"ARO:0000032,ARO:3000008"	"ARO:3003832"	"cephalosporin,penicillin beta-lactam"	"ticarcillin"
"ARO:3003559"	"cepA"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
